X,Y,Fractal Dimension
35,4,0
35,5,0
35,6,0
35,7,0
35,8,0
35,9,0
35,10,0
35,11,0
35,12,0
35,13,0
35,14,0
35,15,0
35,16,0
35,17,1.7589003721566894
35,18,1.8973154910284153
35,19,1.3236953157279838
35,20,0
35,21,1.868084625040949
35,22,1.705001258542952
35,23,1.7288671531679825
35,24,1.7750421326126606
35,25,0
35,26,0
35,27,0
35,28,0
35,29,0
35,30,0
35,31,0
35,32,0
35,33,0
35,34,0
35,35,0
35,36,1.7608676076357543
35,37,0
35,38,0
35,39,0
35,40,0
35,41,1.837885536799706
35,42,1.7944860183895672
35,43,0
35,44,0
35,45,0
35,46,0
35,47,0
35,48,0
35,49,0
36,0,0
36,1,0
36,2,0
36,3,0
36,4,0
36,5,0
36,6,1.7305064576402405
36,7,0
36,8,0
36,9,0
36,10,0
36,11,0
36,12,0
36,13,0
36,14,0
36,15,0
36,16,0
36,17,1.7993846345706048
36,18,1.9543394195798816
36,19,1.8029509080521975
36,20,0
36,21,0
36,22,1.9006435552775813
36,23,1.9645916720789292
36,24,1.6438455604000708
36,25,0
36,26,1.7296965414084908
36,27,1.689783722491353
36,28,0
36,29,0
36,30,0
36,31,0
36,32,0
36,33,0
36,34,0
36,35,0
36,36,0
36,37,0
36,38,1.7115237438007502
36,39,1.4307582145467421
36,40,0
36,41,0
36,42,0
36,43,0
36,44,0
36,45,0
36,46,0
36,47,0
36,48,0
36,49,0
37,0,0
37,1,0
37,2,0
37,3,0
37,4,0
37,5,1.7875131741011487
37,6,1.871279750260647
37,7,0
37,8,0
37,9,0
37,10,0
37,11,0
37,12,0
37,13,0
37,14,1.7633573661340622
37,15,1.6638162355912116
37,16,0
37,17,1.500369051823488
37,18,1.8888438547785813
37,19,0
37,20,0
37,21,0
37,22,1.933717389682122
37,23,1.891173681773173
37,24,1.4363888613500826
37,25,1.7426785113203123
37,26,1.9529455431182996
37,27,1.7125360191222911
37,28,0
37,29,0
37,30,0
37,31,0
37,32,0
37,33,0
37,34,0
37,35,0
37,36,0
37,37,1.419722194683417
37,38,1.836805271297186
37,39,0
37,40,0
37,41,0
37,42,0
37,43,0
37,44,0
37,45,0
37,46,0
37,47,0
37,48,0
37,49,0
38,0,0
38,1,0
38,2,0
38,3,0
38,4,0
38,5,1.8026500372610794
38,6,1.881749797335337
38,7,0
38,8,0
38,9,0
38,10,0
38,11,0
38,12,0
38,13,1.5833490363408502
38,14,1.8355809316112328
38,15,1.7886938384111501
38,16,1.6699166956031
38,17,0
38,18,0
38,19,0
38,20,0
38,21,1.479776653062515
38,22,1.8860531515421406
38,23,1.689783722491353
38,24,1.798321597177799
38,25,1.8293247487166917
38,26,1.9223553677512846
38,27,0
38,28,0
38,29,0
38,30,0
38,31,0
38,32,0
38,33,0
38,34,0
38,35,0
38,36,0
38,37,1.7223908964900183
38,38,1.3834446907400026
38,39,0
38,40,0
38,41,0
38,42,0
38,43,0
38,44,0
38,45,0
38,46,0
38,47,0
38,48,0
38,49,0
39,0,0
39,1,0
39,2,0
39,3,0
39,4,0
39,5,1.6699420508457563
39,6,1.5148340262173017
39,7,0
39,8,0
39,9,0
39,10,0
39,11,0
39,12,0
39,13,0
39,14,1.5922150691068502
39,15,0
39,16,1.714901257123284
39,17,1.7675735008672502
39,18,0
39,19,0
39,20,0
39,21,1.728628568973995
39,22,1.754957869287978
39,23,0
39,24,1.7841298434659305
39,25,1.8292634444544789
39,26,1.847120155332755
39,27,0
39,28,0
39,29,0
39,30,0
39,31,0
39,32,0
39,33,0
39,34,0
39,35,1.806815253288497
39,36,1.797990539150051
39,37,0
39,38,0
39,39,0
39,40,0
39,41,0
39,42,0
39,43,0
39,44,0
39,45,0
39,46,0
39,47,0
39,48,1.785336275491766
39,49,1.8351621439734442
40,0,0
40,1,0
40,2,0
40,3,0
40,4,0
40,5,1.2097151252545784
40,6,1.796560653586338
40,7,1.6617766305430037
40,8,0
40,9,0
40,10,0
40,11,0
40,12,0
40,13,0
40,14,0
40,15,0
40,16,1.88003862583885
40,17,1.9091019503935822
40,18,1.601361248814065
40,19,0
40,20,0
40,21,0
40,22,0
40,23,0
40,24,0
40,25,1.6990952794133085
40,26,1.8388365856494955
40,27,0
40,28,0
40,29,0
40,30,0
40,31,1.3667780240733363
40,32,0
40,33,0
40,34,0
40,35,1.6947330773185787
40,36,0
40,37,0
40,38,0
40,39,0
40,40,0
40,41,0
40,42,0
40,43,0
40,44,0
40,45,0
40,46,0
40,47,0
40,48,1.8421444680898225
40,49,1.7057739110408736
41,0,0
41,1,0
41,2,0
41,3,0
41,4,0
41,5,1.5732893597490072
41,6,1.7248399971794535
41,7,0
41,8,0
41,9,0
41,10,0
41,11,0
41,12,0
41,13,0
41,14,0
41,15,1.796959359891565
41,16,1.9123292423268201
41,17,1.8852173008726572
41,18,1.5961640137776003
41,19,0
41,20,0
41,21,0
41,22,0
41,23,0
41,24,0
41,25,1.7283580048693126
41,26,1.803443628953094
41,27,1.3888555473982094
41,28,0
41,29,0
41,30,0
41,31,1.7860852060497154
41,32,1.8340133749154164
41,33,0
41,34,0
41,35,0
41,36,0
41,37,0
41,38,0
41,39,0
41,40,0
41,41,0
41,42,0
41,43,0
41,44,0
41,45,0
41,46,0
41,47,0
41,48,0
41,49,0
42,0,0
42,1,0
42,2,1.6934584480772765
42,3,1.7580187819346609
42,4,0
42,5,0
42,6,0
42,7,0
42,8,0
42,9,0
42,10,0
42,11,0
42,12,0
42,13,0
42,14,0
42,15,1.7953006596414023
42,16,1.8474750247753617
42,17,0
42,18,0
42,19,1.7031433449043394
42,20,1.8479907704325462
42,21,0
42,22,0
42,23,0
42,24,0
42,25,0
42,26,0
42,27,0
42,28,0
42,29,0
42,30,0
42,31,0
42,32,0
42,33,0
42,34,0
42,35,0
42,36,0
42,37,0
42,38,0
42,39,0
42,40,0
42,41,0
42,42,0
42,43,0
42,44,0
42,45,0
42,46,0
42,47,0
42,48,0
42,49,0
43,0,0
43,1,0
43,2,1.7423771166159825
43,3,1.7795023773674488
43,4,0
43,5,0
43,6,0
43,7,0
43,8,0
43,9,0
43,10,0
43,11,0
43,12,0
43,13,0
43,14,1.8446249771668597
43,15,1.7755993888773252
43,16,0
43,17,0
43,18,0
43,19,0
43,20,0
43,21,0
43,22,0
43,23,0
43,24,0
43,25,0
43,26,0
43,27,0
43,28,0
43,29,0
43,30,0
43,31,0
43,32,0
43,33,0
43,34,0
43,35,0
43,36,0
43,37,0
43,38,0
43,39,0
43,40,0
43,41,0
43,42,0
43,43,0
43,44,0
43,45,0
43,46,0
43,47,0
43,48,0
43,49,0
44,0,0
44,1,0
44,2,0
44,3,0
44,4,0
44,5,0
44,6,0
44,7,0
44,8,0
44,9,0
44,10,1.2097151252545784
44,11,1.6180162356448649
44,12,0
44,13,0
44,14,1.9087153147438618
44,15,1.7891744278497985
44,16,0
44,17,0
44,18,0
44,19,1.8475235128648402
44,20,1.8989814830515437
44,21,0
44,22,0
44,23,0
44,24,0
44,25,0
44,26,0
44,27,0
44,28,0
44,29,0
44,30,0
44,31,0
44,32,0
44,33,0
44,34,0
44,35,0
44,36,0
44,37,0
44,38,0
44,39,0
44,40,0
44,41,0
44,42,0
44,43,0
44,44,0
44,45,0
44,46,0
44,47,0
44,48,0
44,49,0
45,0,0
45,1,0
45,2,0
45,3,0
45,4,0
45,5,0
45,6,0
45,7,0
45,8,0
45,9,0
45,10,1.3194596066230782
45,11,1.9050040698839585
45,12,0
45,13,1.7003054296718452
45,14,1.8497320630899743
45,15,0
45,16,0
45,17,0
45,18,0
45,19,1.769329531319929
45,20,1.6204288796214366
45,21,0
45,22,0
45,23,0
45,24,0
45,25,0
45,26,0
45,27,0
45,28,0
45,29,0
45,30,0
45,31,0
45,32,0
45,33,0
45,34,0
45,35,0
45,36,0
45,37,0
45,38,0
45,39,0
45,40,0
45,41,0
45,42,0
45,43,0
45,44,0
45,45,0
45,46,0
45,47,0
45,48,0
45,49,0
46,0,0
46,1,0
46,2,0
46,3,0
46,4,0
46,5,0
46,6,0
46,7,0
46,8,0
46,9,0
46,10,0
46,11,1.5001113574066705
46,12,0
46,13,0
46,14,0
46,15,0
46,16,0
46,17,0
46,18,0
46,19,0
46,20,0
46,21,0
46,22,0
46,23,0
46,24,0
46,25,0
46,26,0
46,27,0
46,28,0
46,29,0
46,30,0
46,31,0
46,32,0
46,33,0
46,34,0
46,35,0
46,36,0
46,37,0
46,38,0
46,39,0
46,40,0
46,41,0
46,42,0
46,43,0
46,44,0
46,45,0
46,46,0
46,47,0
46,48,0
46,49,0
47,0,0
47,1,0
47,2,0
47,3,0
47,4,0
47,5,0
47,6,0
47,7,0
47,8,0
47,9,0
47,10,0
47,11,0
47,12,0
47,13,0
47,14,0
47,15,0
47,16,0
47,17,0
47,18,0
47,19,0
47,20,0
47,21,0
47,22,0
47,23,0
47,24,0
47,25,0
47,26,0
47,27,0
47,28,0
47,29,0
47,30,0
47,31,0
47,32,0
47,33,0
47,34,0
47,35,0
47,36,0
47,37,0
47,38,0
47,39,0
47,40,0
47,41,0
47,42,0
47,43,0
47,44,0
47,45,0
47,46,0
47,47,0
47,48,0
47,49,0
48,0,0
48,1,0
48,2,0
48,3,0
48,4,0
48,5,0
48,6,0
48,7,0
48,8,1.735881706668195
48,9,1.7384810118927252
48,10,0
48,11,0
48,12,0
48,13,0
48,14,0
48,15,0
48,16,0
48,17,0
48,18,0
48,19,0
48,20,0
48,21,0
48,22,0
48,23,0
48,24,0
48,25,0
48,26,0
48,27,0
48,28,0
48,29,0
48,30,0
48,31,0
48,32,0
48,33,0
48,34,0
48,35,0
48,36,0
48,37,0
48,38,0
48,39,0
48,40,0
48,41,0
48,42,0
48,43,0
48,44,0
48,45,0
48,46,0
48,47,0
48,48,0
48,49,0
49,0,0
49,1,0
49,2,0
49,3,0
49,4,0
49,5,0
49,6,0
49,7,0
49,8,1.9005733264119804
49,9,1.6502636879068546
49,10,0
49,11,0
49,12,0
49,13,0
49,14,0
49,15,0
49,16,0
49,17,0
49,18,0
49,19,0
49,20,0
49,21,0
49,22,0
49,23,0
49,24,0
49,25,0
49,26,0
49,27,0
49,28,0
49,29,0
49,30,0
49,31,0
49,32,0
49,33,0
49,34,0
49,35,0
49,36,0
49,37,0
49,38,0
49,39,0
49,40,0
49,41,0
49,42,0
49,43,0
49,44,0
49,45,0
49,46,0
49,47,0
49,48,0
49,49,0
